Act_Name, Year, File_Name,
Punjab Commercial Crops Cess (Repeal) Act, 1994,	
Punjab Recruitment of Teachers Act, 1999,	
Punjab Sikh Gurdwaras Board (Transitional Provisions) Act, 1953,	
Punjab Lokpal (Repeal) Act, 1996,	
Punjab Package Deal Properties (Disposal) Amendment Act, 2009,	
Akal University Act, 2015,	
Punjab Compulsory Service (Repeal) Act, 1975,	
Punjab Regional and Town Planning and Development (Amendment) Act, 2015,	
Punjab Mechanical Vehicles (Bridge Tolls) Act, 1957,	
Punjab Value Added Tax (Third Amendment) Act, 2008,	
Punjab Courts Act, 1918,	 2008_S_1405.txt	 2005_M_312.txt	 2006_V_5.txt	 2016_P_14.txt	 1987_R_85.txt	 1956_S_27.txt	 1997_U_162.txt	 2008_U_135.txt	 1990_H_45.txt	 2001_G_166.txt	 2016_U_96.txt	 1988_V_20.txt	 1980_K_33.txt	 2017_S_608.txt	
Punjab Municipal Fund Act, 2006,	
Punjab Right to Service (Amendment) Act, 2014,	
Punjab reclamation of Land Act, 1959,	
Punjab Municipal (Second Amendment) Ordinance, 2014,	
Punjab Women and Children Development and Welfare Corporation Act, 1979,	
Punjab Agricultural Produce Markets (Amendment) Ordinance, 2016,	
Punjab Appropriation (No. 2) Act, 2014,	
Lepers (Punjab Amendment) Act, 1977,	
Baba Farid University of Health Sciences Act, 1998,	
Punjab Entertainments Duty (Second Amendment) Act, 1994,	
Punjab Land Revenue Act, 1887,	 2003_M_109.txt	 1967_D_23.txt	 1995_S_66.txt	 1962_G_5.txt	 1964_U_7.txt	 2010_S_255.txt	 1974_A_14.txt	 1961_T_83.txt	 1968_F_1.txt	 1967_U_13.txt	 2004_N_72.txt	 1970_U_20.txt	 2007_I_17.txt	 2008_M_209.txt	 2010_S_154.txt	 2008_R_29.txt	 2006_M_59.txt	 1993_V_37.txt	 1990_S_42.txt	 1957_A_7.txt	 1984_M_2.txt	 1956_R_9.txt	 1966_S_122.txt	 2009_I_50.txt	 2005_P_107.txt	 2002_M_75.txt	 1983_D_19.txt	 1961_P_24.txt	 1962_M_63.txt	 1961_B_13.txt	 2002_B_20.txt	 1961_A_22.txt	 2010_B_65.txt	 1977_S_86.txt	 1955_A_5.txt	 1962_N_12.txt	 1959_S_14.txt	
Punjab State Commission for Women (Amendment) Act, 2016,	
East Punjab Holdings (Consolidation and Prevention of Fragmentation) Validation Act, 1969,	
Suits Valuation (Punjab Amendment) Act, 1942,	
Punjab Ad hoc, Contractual,	 Daily Wage	 Temporary	 Work Charged and Outsourced Employees' Welfare Act	 2016	
Punjab Limitation (Custom) Act, 1920,	 2007_M_378.txt	 1972_D_35.txt	 2018_M_18.txt	 2003_K_92.txt	
Rajasthan Veterinary Practitioners Act, 1962,	
East Punjab Extension of Limitation Act, 1947,	
Indian Stamp (Punjab Amendment) Act, 2003,	
Punjab Law Officers (Engagement) Act, 2017,	
Punjab Water Supply and Sewerage Board Act, 1976,	
Punjab State Cancer and Drug Addiction Treatment Infrastructure Fund (Amendment) Act, 2013,	
Land Acquisition (Punjab Amendment) Act, 1956,	
Punjab Industrial Facilitation Act, 2005,	
Punjab Municipal Corporation Act, 1976,	 1995_A_22.txt	 2005_N_35.txt	 2008_I_23.txt	 1990_T_25.txt	 1992_M_121.txt	 1986_M_95.txt	 1978_A_27.txt	 2011_I_12.txt	 2000_S_823.txt	 1994_T_2.txt	 2016_S_187.txt	
Punjab General Sales Tax Act, 1948,	 1981_M_37.txt	 1986_C_84.txt	 1973_V_4.txt	 1967_G_8.txt	 2017_P_3.txt	 1968_T_1.txt	 1967_V_7.txt	 1971_L_23.txt	 2004_M_62.txt	 1981_M_64.txt	 1997_S_617.txt	 2006_M_157.txt	 1976_B_1.txt	 1975_S_288.txt	 1984_H_15.txt	 1978_A_8.txt	 1967_M_42.txt	 1997_C_240.txt	 1977_S_160.txt	 1957_T_59.txt	 1997_S_518.txt	 1969_S_245.txt	 1971_S_50.txt	 2017_P_1.txt	 1976_S_157.txt	 2015_C_73.txt	 1994_S_286.txt	 1988_S_198.txt	 2007_M_58.txt	 1996_S_920.txt	 1979_D_24.txt	 1990_U_114.txt	 2009_S_1019.txt	 1978_S_113.txt	 1965_M_49.txt	 2016_S_133.txt	 2008_P_103.txt	 1975_E_8.txt	 1978_A_27.txt	 2004_S_313.txt	 1979_S_106.txt	 1985_M_7.txt	 1976_E_6.txt	 2009_S_111.txt	 1990_A_58.txt	 1967_H_10.txt	 1986_S_112.txt	 1985_S_79.txt	 1975_J_30.txt	 1961_S_116.txt	 1973_A_24.txt	 1968_B_37.txt	 1973_T_9.txt	 1978_S_44.txt	 1975_N_22.txt	 2005_M_74.txt	 1990_S_159.txt	 1997_D_97.txt	 1994_M_137.txt	 2005_R_9.txt	 2016_S_302.txt	 2017_E_27.txt	 1977_P_8.txt	 1967_S_117.txt	 1967_S_15.txt	 1967_S_121.txt	 2004_M_66.txt	 1991_S_157.txt	 2015_J_51.txt	 1994_S_527.txt	 2002_S_353.txt	 1964_C_64.txt	 1975_B_2.txt	
Punjab State Board of Technical Education and Industrial Training Act, 1992,	
Punjab School Education Board Act, 1969,	
Punjab Land Revenue (Amendment) Act, 2013,	
Punjab Cinemas (Regulation) Act, 1952,	 1993_R_34.txt	 1993_S_354.txt	 1991_S_274.txt	 1965_H_14.txt	 1982_S_107.txt	 1993_S_351.txt	
East Punjab Urban Rent Restriction Act, 1949,	 2004_N_137.txt	 1989_R_15.txt	 1980_V_5.txt	 1969_R_2.txt	 1972_S_111.txt	 2001_J_42.txt	 1979_V_4.txt	 2009_G_140.txt	 1980_V_10.txt	 2002_A_132.txt	 2009_Y_7.txt	 1982_D_26.txt	 1993_S_145.txt	 1990_M_78.txt	 1999_S_710.txt	 1995_S_216.txt	 1989_U_84.txt	 2002_S_96.txt	 2008_J_97.txt	 2011_A_62.txt	 1969_P_10.txt	 1992_R_32.txt	 1984_B_4.txt	 1987_G_64.txt	 1964_M_31.txt	 1987_S_111.txt	 1992_Y_4.txt	 2008_A_265.txt	 2002_B_28.txt	 2005_D_113.txt	 1995_S_696.txt	 1986_M_84.txt	 1993_D_73.txt	 2014_D_40.txt	 2016_B_60.txt	 1965_M_73.txt	 1995_Z_2.txt	 1968_M_50.txt	 2008_U_108.txt	 2006_U_47.txt	 1998_B_44.txt	 2005_M_307.txt	 2017_D_13.txt	 2005_N_8.txt	 1977_M_45.txt	 1978_R_15.txt	 1988_B_3.txt	 2016_K_82.txt	 2011_V_13.txt	 2000_L_11.txt	 1984_K_5.txt	 1988_J_13.txt	 1987_D_16.txt	 2002_P_55.txt	 1999_D_58.txt	 2005_S_147.txt	 2000_S_101.txt	 2009_S_288.txt	 2015_B_66.txt	 1990_M_65.txt	 1987_S_353.txt	 1999_P_6.txt	 1999_S_46.txt	 2010_A_107.txt	 2001_S_392.txt	 1989_U_89.txt	 1962_N_10.txt	 1988_S_6.txt	 2002_R_30.txt	 2004_M_120.txt	 1954_W_1.txt	 2002_S_180.txt	 1969_S_64.txt	 1973_P_16.txt	 1996_R_120.txt	 1986_A_63.txt	 2017_J_32.txt	 1988_K_49.txt	 2002_N_68.txt	 2010_H_30.txt	 2009_V_57.txt	 1993_V_34.txt	 2001_B_142.txt	 2010_N_66.txt	 2003_N_97.txt	 2009_K_54.txt	 2009_T_48.txt	 2000_P_55.txt	 2001_M_495.txt	 1988_A_38.txt	 1960_M_53.txt	 2001_R_67.txt	 1969_D_26.txt	 1996_S_1160.txt	 1983_C_2.txt	 2001_H_36.txt	 2001_R_271.txt	 1961_G_6.txt	 1990_V_15.txt	 2001_O_17.txt	 1987_R_77.txt	 2008_P_175.txt	 1980_K_33.txt	 1970_D_36.txt	 2005_K_48.txt	 2001_M_458.txt	 1998_R_41.txt	 1990_M_82.txt	 1997_M_127.txt	 1962_B_6.txt	 1997_K_82.txt	 1995_T_134.txt	 1995_G_23.txt	
Epidemic Diseases (Punjab Amendment) Act, 1944,	
Punjab Aided Schools (Security of Service) Act, 1969,	 1984_T_14.txt	
Indian Stamp (Punjab Amendment) Ordinance, 2015,	
Punjab State Commission for Scheduled Castes Act, 2004,	
Punjab Infrastructure (Development and Regulation) (Amendment) Act, 2016,	
Punjab Land Revenue (Amendment) Act, 2011,	
Punjab Regional and Town Planning and Development Act, 1995,	 2010_A_62.txt	 2015_S_404.txt	 2014_D_34.txt	 2007_S_1.txt	 2010_S_514.txt	 2008_B_212.txt	 2006_S_121.txt	 2015_S_400.txt	
Punjab Registration of Money-lender's Act, 1938,	
Epidemic Diseases (East Punjab Amendment) Act, 1947,	
Punjab Land Revenue (Abolition) Act, 1997,	
Punjab Merged States (Laws) Act, 1950,	
Punjab State Aid to Industries Act, 1935,	
Land Acquisition (Punjab Amendment) Act, 1953,	 1960_P_4.txt	
Punjab Public Premises and Land (Eviction and Rent Recovery) Act, 1973,	 2010_B_82.txt	 2004_M_2.txt	
Local Authorities Loans (East Punjab Amendment) Act, 1949,	
Punjab Value Added Tax (Amendment) Act, 2006,	
Punjab Khadi and Village Industries Board (Amendment) Act, 2016,	
Punjab Colonization of Government Lands (Punjab) Act, 1912,	
Punjab Entertainment Duty Act, 1955,	 1988_M_46.txt	 1993_S_351.txt	
Punjab Municipal Corporation Law (Extension to Chandigarh) Act, 1994,	 1996_J_50.txt	
Punjab Right to Service Act, 2011,	
Punjab Laws (Special Provisions) Ordinance, 2014,	
Guru Angad Dev Veterinary and Animal Sciences University Act, 2005,	
Punjab Infrastructure (Development and Regulation) Act, 2002,	
Punjab Ancient, Historical Monuments,	 Archaeological Sites and Cultural Heritage Maintenance Board (Amendment) Act	 2013	
Punjab Public Service Commission (Additional Functions) Act, 1955,	
Nangal Township (Periphery) Control Act, 1958,	
Punjab Salaries and Allowances (Validation) Act, 1966,	
Punjab Abolition of Whipping Act, 1957,	
Punjab Prohibition of Smoking (Cinema and Theatre Halls) Act, 1951,	
Punjab Affiliated Colleges (Security of Service of Employees) Act, 1974,	
Punjab Ancient, Historical Monuments,	 Archaeological Sites and Cultural Heritage Maintenance Board Act	 2013	
Punjab Wild Life Preservation Act, 1959,	
Punjab School Teacher Extension in Service Act, 2015,	
Punjab Tobacco Vend Fees (Repealing) Act, 1953,	
Khalsa University Act, 2016,	
East Punjab Urban Rent Restriction (Amendment) Act, 1963,	
Punjab Court of Wards (Validation of Exercise of Powers) Act, 1957,	
Punjab Laws (Extension No. 2) Act, 1957,	
Punjab New Capital (Periphery) Control Act, 1952,	 2010_A_62.txt	 2013_S_515.txt	 2016_S_462.txt	 2007_S_1.txt	 2013_G_66.txt	 2004_S_539.txt	
East Punjab Tractor Cultivation (Recovery of Charges) Act, 1949,	
Pepsu General Clauses Act, 1954,	
Punjab State Legislature Officers, Ministers and Members (Medical Facilities) Act,	 1965	
Punjab Acrage Rates Act, 1952,	
Armed Forces (Punjab and Chandigarh) Special Power Act, 1983,	
Punjab Regional and Town Planning and Development (Amendment) Act, 2016,	
Punjab Weights and Measures (Enforcement) Act, 1958,	
Ambala District Board Tax Validation Act, 1956,	
Punjab Pre-Natal Diagnostic Techniques (Control and Regulation) Act, 1994,	
Talwara Township (Periphery) Control Act, 1961,	
Punjab Co-operative Societies (Second Amendment) Act, 2013,	
Punjab Apartment and Property Regulation Act, 1995,	 2010_S_170.txt	
Punjab Abolition of Village Cess (Kuri Kamini) Act, 1950,	
East Punjab Urban Rent Restriction Chandigarh (Amendment) Act, 1982,	
Punjab Labour Welfare Fund (Amendment) Act, 2010,	
Redemption of Mortgages (Punjab) Act, 1913,	 1970_C_20.txt	 1999_N_65.txt	
Punjab Rural Development Act, 1987,	
Amritsar Walled City (Recognition of Usage) Act, 2016,	
Punjab School Teachers' Re-employment Act, 2006,	
Punjab Entertainments Duty (Amendment and Validation) Act, 2000,	
Payment of Wages (Punjab Amendment) Act, 1962,	
Punjab Temporary Taxation Act, 1962,	 1973_E_8.txt	 1973_E_7.txt	
Punjab Agricultural Universities (Haryana Amendment) Act, 1997,	
Punjab Value Added Tax (Amendment) Act, 2007,	
Punjab Compulsory Service Act, 1961,	
Punjab Local Authorities (Aided Schools) Act, 1959,	 1969_M_82.txt	
Punjab Veterinary Council Act, 1981,	
Punjab Motor Spirit (Taxation of Sales) Amendment Act, 1969,	
Punjab State Cancer and Drug Addiction Treatment Infrastructure Fund (Amendment) Act, 2014,	
Punjab Development Fund Act, 2014,	
Punjab Minerals (Vesting of Rights) Act, 1994,	
Punjab Mechanical Vehicles (Bridges and Roads Tolls) Act, 1998,	
Sant Baba Bhag Singh University Ordinance, 2014,	
Punjab Value Added Tax (Amendment) Act, 2016,	
Punjab Municipal (Second Amendment) Act, 2014,	
Northern India Canal and Drainage (Punjab Amendment) Act, 2012,	
Punjab Excise Act, 1914,	 1979_L_14.txt	 1984_L_7.txt	 1964_C_63.txt	 2012_S_302.txt	 1994_A_105.txt	 1980_J_6.txt	 1976_S_214.txt	 2009_C_73.txt	 1981_A_27.txt	 1986_S_98.txt	 2017_J_59.txt	 2011_S_431.txt	 1975_D_51.txt	 1996_E_24.txt	 1999_S_451.txt	 1993_S_335.txt	 2013_N_8.txt	 2008_S_457.txt	 2017_U_43.txt	 2009_S_831.txt	 1977_S_159.txt	 1993_S_107.txt	 2016_C_68.txt	 2001_U_65.txt	 1978_I_11.txt	 2003_M_47.txt	 1970_S_256.txt	 2007_H_65.txt	 1969_K_24.txt	 1978_P_3.txt	 2017_S_332.txt	 1962_U_17.txt	 2002_H_41.txt	 1978_D_30.txt	 2002_S_379.txt	 1996_M_395.txt	 1977_S_157.txt	 2008_M_394.txt	
Pepsu Townships Development Board (Amendment) Act, 2016,	
Punjab Religious Premises and Land (Eviction and Rent Recovery) Act, 1997,	
East Punjab Urban Rent Restriction (Amendment) Act, 1966,	 1993_D_73.txt	
Punjab Minor Canals Act, 1905,	
Punjab Laws (Special Provisions) Act, 2016,	
Punjab Guru Gobind Singh Medical College, Faridkot (Acquisition) and Miscellaneous Provisions Act,	 1978	
East Punjab Removal of Religious and Social Disabilities Act, 1948,	
Punjab Medical Council, Punjab Nurses Registration Council,	 Board of Ayurvedic and Unani Systems of Medicine	 Punjab and Council of Homoeopathic System of Medicine	 Punjab (Miscellaneous Provisions) Act	 1977	
Punjab Resumption of Jagirs Act, 1957,	 1962_T_64.txt	
Rayat-Bahra University Act, 2014,	
East Punjab War Awards Act, 1948,	
Punjab State Election Commission Act, 1994,	 2006_S_154.txt	 2006_G_70.txt	 2012_S_404.txt	 2005_H_45.txt	 2008_V_77.txt	 2001_B_156.txt	 2006_A_151.txt	 2008_J_98.txt	 2010_A_87.txt	
Pepsu Townships Development Board Act, 1954,	
Punjab Plastic Carry Bags (Manufacture, Usage and Disposal) Control Act,	 2005	
Punjab Revenue Appeals and proceedings (Disposal and Restoration) Act, 1956,	
Punjab Special Economic Zones Act, 2009,	
Indian Penal Code (Punjab Amendment) Act, 2010,	
Punjab Value Added Tax (Fourth Amendment) Act, 2007,	
Punjab Cattle Fairs (Regulation) Amendment Act, 1968,	
Pepsu Occupancy Tenants (Vesting of Proprietary Rights) Act, 1954,	
Punjab Gau-Sewa Commission Act, 2014,	
Punjab Cotton Ginning and Pressing Factories (Repeal) Act, 1995,	
Punjab Legislative Assembly Salaries and Allowances of Members Act, 1942,	
Payment of Wages (Punjab Amendment) Act, 2013,	
Scheduled Areas Trader's (Facilities for Loans) Act, 1956,	
Punjab Registration Validating Act, 1960,	
Punjab General Sales Tax (Amendment) Act, 2000,	
Punjab Apartment Ownership Act, 1995,	
Punjab State Legislature (Delegation of Powers) Act, 1987,	
Punjab Value Added Tax (Amendment) Act, 2013,	
Punjab District Planning Committees Act, 2005,	
Punjab Labour Welfare Fund Act, 1965,	
Punjab Appropriation (No. 3) Act, 2016,	
Punjab Housing Development Board Act, 1972,	 2010_A_62.txt	 2014_D_34.txt	 2008_B_212.txt	
Punjab Registration Validating Act, 1981,	
Punjab Municipal Infrastructure Development Fund (Amendment) Act, 2014,	
Punjab Fire Prevention and Fire Safety Act, 2004,	
Punjab Wildlife (Protection, Preservation,	 Conservation and Management) Act	 1974	
Punjab Entertainments Duty (Amendment) Act, 1994,	
Provincial Small Cause Courts (Punjab Amendment) Act, 1975,	
Punjab Backward Classes Land Development and Finance Corporation Act, 1976,	
Punjab Consolidation of Land Proceedings (Validation) Act, 1957,	
Punjab Laws (Extension No. 3) Act, 1957,	
Punjab Entertainments Tax (Cinematograph Shows) Act, 1954,	
Uttar Pradesh Higher Education Services Commission Act, 1980,	 2008_S_1239.txt	 2003_R_92.txt	 2017_D_83.txt	 2011_S_302.txt	
Uttar Pradesh Gangsters and Anti-Social Activities (Prevention) Act, 1986,	 2013_D_33.txt	 2017_S_213.txt	
Uttar Pradesh Indian Medicine (Amendment) Act, 1956,	
Code of Criminal Procedure (Uttar Pradesh Amendment) Act, 1977,	
Uttar Pradesh Zamindari Abolition and Land Reforms (Amendment) Act, 2001,	
Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd. (Acquisition and transfer of Undertaking) Act, 1992,	
Uttar Pradesh Protection of Trees in Rural and Hill Areas Act, 1976,	
Uttar Pradesh Recovery of Taxes and Other Public Moneys (Amendment and Validation) Act, 1970,	
Uttar Pradesh Hindu Public Religious Institutions (Prevention of Dissipation of Properties) (Temporary Powers) (Amendment) Adhiniyam, 1965,	
Uttar Pradesh Educational Institutions (Taking Over of Management) Act, 1976,	
Ganges Tolls Act, 1867,	
Uttar Pradesh Nagar Mahapalika (Sanshodhan) Adhiniyam, 1964,	
Uttar Pradesh Industrial Area Development (Removal of Doubts and Validation) Act, 1991,	
Uttar Pradesh Court Fees (Payment in Cash) Act, 1975,	
Uttar Pradesh Basic Education Act, 1972,	 2017_S_148.txt	 1999_C_67.txt	 2007_S_698.txt	 1992_U_1.txt	 1983_R_39.txt	 2006_S_617.txt	 2014_P_30.txt	
Indian Partnership (Uttar Pradesh Amendment) Act, 2011,	
United Provinces First Offender's Probation Act, 1938,	
Uttar Pradesh Ministers (Salaries, Allowances and Miscellaneous Provisions) Act,	 1981	 2016_S_423.txt	
Uttar Pradesh Sthaniya Nikaya (Alpkalik Vyavastha) Adhiniyam, 1963,	
Uttar Pradesh Excise (Second Amendment) Act, 1970,	
Uttar Pradesh Municipalities (Amendment) Act, 2001,	
Indian Electricity (Uttar Pradesh Amendment and Validation) Act, 1975,	 2001_B_103.txt	
Uttar Pradesh Shops And Establishments Act, 1962,	
Uttar Pradesh Motor Vehicles (Special Provisions) Act, 1976,	 1979_S_294.txt	
Uttar Pradesh State Legislature (Prevention of Disqualification) Act, 1971,	
Uttar Pradesh Regulation of Buildings and use of Land (Nuclear Installations Area) Act, 1988,	
Indian Bar Councils (U.P. Amendment) Act, 1950,	
Uttar Pradesh Motor Gadi (Yatri-kar) (Amendment) Act, 1976,	
Uttar Pradesh Nagar Mahapalika (Sanshodhan) Adhiniyam, 1982,	
Uttar Pradesh Madan Mohan Malviya University of Technology Act, 2013,	
Uttar Pradesh Urban Local Self-Government Laws (Amendment) Act, 2009,	
Code of Civil Procedure (Uttar Pradesh Amendment) Act, 1981,	
Code of Criminal Procedure (Uttar Pradesh Amendment) Act, 1991,	
Uttar Pradesh Imposition of Ceiling on Land Holdings (Amendment) Act, 1974,	 2016_S_411.txt	
Uttar Pradesh Excise (Amendment) Act, 1989,	
Uttar Pradesh Apartment (Promotion of Construction, Ownership and Maintenance) Act,	 2010	
Uttar Pradesh Municipalities (Amendment) Act, 1965,	
Uttar Pradesh Trade Tax Act, 1948,	 2005_A_112.txt	 2003_U_106.txt	 2006_D_51.txt	 2005_C_282.txt	 2007_C_266.txt	 2004_C_148.txt	 2007_U_118.txt	 2008_S_34.txt	 2013_J_10.txt	 2006_S_624.txt	 2000_S_601.txt	 2005_S_468.txt	 2006_J_47.txt	 2004_D_9.txt	 2008_J_9.txt	 2007_M_173.txt	 2010_V_12.txt	 2006_M_187.txt	
Uttar Pradesh Homoeopathic Medicine (Amendment) Act, 1983,	
U. P. (Temporary) Control of Rent and Eviction (Sanshodhan) Adhiniyam, 1963,	
Uttar Pradesh Antanim Zila Parishad (Sanshodhan) Adhiniyam, 1963,	
Uttar Pradesh Nagar Mahapalika (Sanshodhan) Adhiniyam, 1963,	
Uttar Pradesh Sports (Registration, Recognition and Regulation of Associations) Act,	 2005	
Uttar Pradesh Tax on Entry of Goods Act, 2000,	
Chhatrapati Shahuji Maharaj Medical University, Uttar Pradesh (Amendment) Act,	 2012	
Uttar Pradesh Electricity (Temporary Powers of Control) (Amendment and Miscellaneous Provisions) Act, 1956,	
Uttar Pradesh State Public Service Commission (Regulation of Procedure) Act, 1985,	
Code of Criminal Procedure (Uttar Pradesh Amendment) Act, 1976,	 1994_S_529.txt	
Uttar Pradesh Entertainments and Betting Tax (Amendment) Act, 2000,	
Charitable Endowments (U.P. Amendment) Act, 1952,	
Uttar Pradesh Industrial Establishments (National Holidays) Act, 1961,	
Uttar Pradesh Legislative Chambers' (Members' Emoluments) (Amendment) Act, 1975,	
Uttar Pradesh Public Examinations (Prevention of Unfair Means) Act, 1992,	
Uttar Pradesh State Commission for Women (Amendment) Act, 2005,	
Uttar Pradesh Malguzari Tatha Lagan Par Apatik Adhibhar Adhiniyam, 1965,	
Uttar Pradesh Entertainments and Betting Tax (Amendment) Act, 1995,	
Uttar Pradesh Antarim Zila Parishad (Re-enactment and Continuance) Act, 1970,	
Police (Uttar Pradesh Amendment) Act, 1984 (5 of 1985),	
Uttar Pradesh Homoeopathic Medical Colleges (Taking over of Management) Act, 1979,	
Uttar Pradesh Industrial Undertakings (Special Provisions for Prevention of Unemployment) Act, 1966,	
Uttar Pradesh Flood Emergency Powers (Evacuation and Requisition) (Amendment) Act, 1964,	
Uttar Pradesh Electricity (Duty) (Amendment) Act, 1987,	
Police (Uttar Pradesh Amendment) Act, 2001,	
Uttar Pradesh Muslim Waqfs (Amendment) Act, 1970,	
Uttar Pradesh Advertisements Tax Act, 1981,	
Uttar Pradesh Regulation of Cold Storages Act, 1976,	
Uttar Pradesh Agricultural Tenants (Acquisition of Privileges) (Amendment) and Miscellaneous Provisions Act, 1950,	 1987_H_18.txt	
Uttar Pradesh Entertainments and Betting Tax (Amendment) Act, 2001,	
Uttar Pradesh Advocate Welfare Fund Act, 1974,	
Uttar Pradesh Protection of Trees in Rural and Hill Areas (Amendment) Act, 1998,	
Uttar Pradesh Bat tatha Map (Prachalan) (Sanshodhan) Adhiniyam, 1962,	
Intermediate Education Act, 1921,	 1983_S_213.txt	 2011_M_83.txt	 2008_P_157.txt	 1998_C_41.txt	 1994_D_43.txt	 2008_B_81.txt	 1986_S_319.txt	 1984_T_18.txt	 1995_M_91.txt	 1994_S_592.txt	 1996_S_1052.txt	 2003_R_86.txt	 1997_T_156.txt	 2009_D_19.txt	 1995_I_36.txt	 1978_S_42.txt	 1983_R_39.txt	 2007_N_19.txt	 1987_A_17.txt	 2015_R_60.txt	 1967_T_64.txt	 2009_S_1266.txt	 2002_M_190.txt	 2000_S_746.txt	 1996_T_30.txt	 2006_O_12.txt	 2014_P_30.txt	 1988_V_13.txt	 1997_U_7.txt	 2001_D_256.txt	 2001_G_69.txt	 2011_C_58.txt	 1990_C_114.txt	 1987_S_432.txt	 1984_S_98.txt	 1998_P_73.txt	 2001_J_25.txt	 1997_T_48.txt	 1968_B_11.txt	 1995_C_173.txt	 1976_K_47.txt	 2016_K_70.txt	 2009_S_1093.txt	 1993_S_556.txt	 1983_T_2.txt	 2016_P_7.txt	
Uttar Pradesh Excise (Amendment) Act, 1983,	
Uttar Pradesh Reorganisation Act, 2000,	 2008_S_212.txt	 2007_E_10.txt	 2011_M_22.txt	 2012_S_375.txt	 2003_S_178.txt	 2006_D_87.txt	
Uttar Pradesh Public Moneys (Recovery of Dues) (Amendment) Act, 1975,	
Uttar Pradesh Zamindari Abolition and Land Reforms (Amendment) Act, 1995,	
United Provinces Acquisition of Property (Flood Relief) Act, 1948,	
Uttar Pradesh Area Development Act, 1976,	
