Rajasthan Anatomy Act, 1986
Rajasthan Appropration (No. 4) Act, 2013
Rajasthan Agriculture University, Bikaner Act, 1987
Rajasthan Value Added Sales Tax Act, 2003
VIT University, Jaipur Act, 2012
Contract Labour (Regulation and Abolition) (Rajasthan Amendment) Act, 2014
Rajasthan Rent Control (Amendment) Act, 2011
Rajasthan Police Act, 2007
Rajasthan Power Sector Reforms Act, 1999, 2014_R_22.txt
Rajasthan Prevention of Defacement of Property (Amendment) Act, 2015
Apprentices (Rajasthan Amendment) Act, 2014
Rajasthan Urban Improvement (Amendment and Validation) Act, 1990
Rajasthan Jagir Decisions and Proceedings (Validation) Act, 1955, 1968_T_39.txt, 2008_T_45.txt, 1967_R_39.txt
Jaipur Development Authority Act, 1982, 2003_S_688.txt, 2011_V_15.txt, 2017_N_43.txt, 2015_L_10.txt
Bhim District Board Validation Act, 1955
Maharana Pratap University of Agriculture and Technology Udaipur (Amendment) Act, 2015
Rajasthan Commercial Crops Cess (Repeal) Act, 1978
Rajasthan Private Universities' Laws (Amendment) Act, 2012
Rajasthan Tenancy (Amendment) Act, 2013
Maharashi Dayanand Saraswati University (Amendment) Act, 2013
Motor Vehicles (Rajasthan Amendment) Act, 1992
Rajasthan Finance Act, 2015
Jai Narain Vyas University, Jodhpur (Amendment) Act, 2013
Rajasthan Special Courts Act, 2012
Rajasthan Indian Medicine Act, 1953, 1998_T_36.txt, 2010_U_106.txt
Rajasthan Armed Constabulary Act, 1950
Rajasthan Urban Improvement (Amendment) Act, 2010
Rajasthan Revenue Laws (Extension) Act, 1957
National Law University, Jodhpur (Amendment) Act, 2012
Rajasthan Registration of Births, Deaths and Marriages Act, 1958
Rajasthan Transparency in Public Procurement Act, 2012
University of Kota (Amendment) Act, 2013
Mahatma Gandhi University of Medical Sciences and Technology, Jaipur Act, 2011
Maharana Pratap University of Agriculture and Technology Udaipur (Amendment) Act, 2013
Rajasthan Municipal Taxes (Validating) Act, 1961
Pacific Medical University, Udaipur Act, 2014
Rajasthan Tax on Entry of Motor Vehicles into Local Areas Act, 1988
Rajasthan Imposition of Ceiling on Agricultural Holdings (Amendment) Act, 2010
University of Rajasthan (Amendment) Act, 1981
Rajasthan Scheduled Debtors (Liquidation of indebtedness) Act, 1976
Rajasthan Public Demands Recovery Act, 1952, 1962_L_2.txt, 1974_M_13.txt, 1960_S_37.txt
Rajasthan Panchayati (Modification of Provisions in Their Application to the Scheduled Areas) Act, 1999
Geetanjali University, Udaipur Act, 2012
Rajasthan Mining Settlement Act, 1956
Rajasthan Finance Act, 2013
Land Acquisition (Rajasthan Amendment) Act, 1987, 2013_L_20.txt
Haridev Joshi University of Journalism and Mass Communication, Jaipur Act, 2012
Sangam University, Bhilwara Act, 2012
Raffles University, Neemrana (Alwar) Act, 2011
Rajasthan Agricultural Produce Markets (Amendment) Act, 2011
Rajasthan Panchayati Raj (Amendment) Act, 2015
Rajasthan Tax on Luxuries (Tobacco and its Products) Act, 1994
Rajasthan Compulsory Registration of Marriages Act, 2009
Rajasthan Appropration (No. 1) Act, 2012
Rajasthan Requisitioning of Public Service Vehicle Act, 1987
Rajasthan Co-operative Societies (Amendment) Act, 2010
Rajasthan Road Development Act, 2002
Agriculture University, Jobner (Change of Name) Act, 2014
Rajasthan Agricultural Pests and Diseases Act, 1951
Rajasthan Urban Improvement Act, 1959, 2002_N_52.txt, 1995_S_352.txt, 2007_S_1.txt, 2014_U_58.txt, 1985_S_207.txt, 2011_M_6.txt, 2017_S_198.txt, 1996_S_979.txt, 2003_R_35.txt, 2007_S_256.txt, 1997_J_35.txt, 1993_S_508.txt, 1996_G_67.txt, 1996_D_34.txt
Rajasthan Laws Repealing Act, 1954
Rajasthan Sales Tax (Amendment) Act, 1979, 1981_C_27.txt
Rajasthan Private Universities Act, 2005
Rajasthan Prevention of Witch-hunting Act, 2015
University of Rajasthan (Amendment) Act, 1962
Rajasthan Land Reforms and Resumption of Jagirs (Amendment) Act, 2011
Rajasthan Taxation Tribunal (Repeal) Act, 1999
Maharaja Ganga Singh University, Bikaner (Amendment) Act, 2012
Rajasthan University of Veterinary and Animal Sciences (Amendment) Act, 2013
Rajasthan Special Backward Classes (Reservation of Seats in Educational Institutions in the State and of Appointments and Posts in Services under the State) Act, 2015
Rajasthan Sati (Prevention) Act, 1987, 2012_S_284.txt, 2017_L_11.txt, 2003_H_47.txt, 2010_M_206.txt, 2010_V_38.txt
Rajasthan Sales Tax (Amendment) Act, 1976
Rajasthan Guaranteed Delivery of Public Services (Amendment) Act, 2013
Shekhawati University, Sikar Act, 2012
Rajasthan Enterprises Single Window Enabling and Clearance Act, 2011
Rajasthan Provisional Collection of Taxes Act, 1958
Rajasthan Special Courts (Amendment) Act, 2013
Rajasthan University of Health Sciences (Amendment) Act, 2013
Rajasthan Appropration (No. 6) Act, 2012
Rajasthan Land Revenue (Amendment and Validation) Act, 1966
Rajasthan Fiscal Responsibility and Budget Management Amendment Act, 2011
Rajasthan Tenancy Act, 1955, 1995_P_31.txt, 2014_S_420.txt, 2002_S_611.txt, 1994_M_148.txt, 1994_S_62.txt, 1989_S_147.txt, 2003_N_51.txt, 2002_S_169.txt, 1976_B_35.txt, 1993_B_77.txt, 1999_B_125.txt, 1997_S_75.txt, 2012_M_9.txt, 1977_D_4.txt, 2017_N_43.txt, 1988_P_23.txt, 1996_S_979.txt, 1966_R_24.txt, 2000_P_184.txt, 1997_P_67.txt, 2015_L_10.txt, 1990_A_40.txt, 1975_S_118.txt, 2001_M_288.txt, 2005_C_68.txt, 1995_S_619.txt, 2014_V_38.txt, 1967_S_119.txt, 2012_S_219.txt
Career Point University, Kota Act, 2012
Mewar Shishu Hitkarini Sabha Decrees (Enforceability) Act, 1958
Rajasthan Right to Information Act, 2000
Rajasthan Appropration (No. 1) Act, 2013
Agriculture University, Jodhpur Act, 2013
Rajasthan Universities' Teachers and Officers (Selection for Appointment) (Amendment) Act, 2011
Rajasthan (Regulation of Appointments to Public Services and Rationalisation of Staff) Act, 1999
Rajasthan Appropration Vote on Account (No. 2) Act, 2014
Rajasthan Home Guards Act, 1963, 2015_J_33.txt
Dungarpur State Devasthan Nidhi (Amendment) Act, 1964
Durgaha Khawaja Saheb Act, 1955
Wage Laws (Rajasthan Amendment) Act, 1976
Rajasthan Advocates Welfare Fund (Amendment) Act, 2012
Rajasthan State Aid to Industries Act, 1961
Rajasthan Relief Undertakings (Special Provisions) Act, 1961
Rajasthan Goods (Control of Production, Supply, Distribution and Trade and Commerce) Act, 2014
Rajasthan Cinemas (Regulation) Act, 1952
Rajasthan Co-operative Societies Act, 2001
Rajasthan State Cattle Fairs Act, 1963
Rajasthan Appropration (No. 2) Act, 2012
VIT University, Jaipur (Change of Name) Act, 2013
Rajasthan Value Added Tax (Amendment) Act, 2010
Rajasthan Legislative Assembly (Officers and Members Emoluments and Pension) (Amendment) Act, 2015
IIHMR University, Jaipur Act, 2014
Rajasthan Panchayati Raj (Amendment) Act, 2011
Rajasthan Rent Control Act, 2001, 2017_M_99.txt
Rajasthan Agricultural Produce Markets (Amending and Validating Provisions) Act, 1965
Rajasthan Legislative Assembly (Officers and Members Emoluments and Pension) (Amendment) Act, 2010
Rajasthan Bhoodan Yagna Act, 1954
Rajasthan Khadi and Village Industries Board Act, 1955
Manipur Panchayati Raj Act, 1994, 2015_G_44.txt
Manipur University Act, 2005
Manipur Legislature (Removal of Disqualifications) Act, 1972
Manipur Hills Areas Autonomous District Council Act, 2000
Manipur (Village Authorities in Hill Areas) Act, 1956
Manipur (Sales of Motor Spirit and Lubricants) Taxation Act, 1962
Manipur Appropriation (Vote on Account) Act, 1981
Manipur Municipalities Act, 1994
Manipur Higher Secondary Education Act, 1992
Manipur (Hill Areas) District Councils Act, 1971
Manipur Land Revenue and Land Reforms Act, 1960, 1979_A_31.txt
Manipur University Act, 1980, 2006_A_54.txt, 1989_D_40.txt
Manipur Nursing Home and Clinics Registration Act, 1992
Manipur (Courts) Act, 1955
Manipur Appropriation (Vote on Account) Act, 2001
Manipur Ancient and Historical Monuments and Archaeological Sites and Remains (Second Amendment) Act, 1996
Bengal Workmen's Protection Act, 1935
Eastern Distilleries (Private) Limited (Acquisition and Transfer of Undertakings) Act, 1983
Doveton Trust Act, 1914
West Bengal Scheduled Castes and Scheduled Tribes (Reservation of Vacancies in Services and Posts) (Amendment) Act, 2009
West Bengal State Tubewell and Lift Irrigation Act, 1974
Mahajati Sadan Act, 1949
Bengal Criminal Law (Industrial Areas) Amendment Act, 1942
West Bengal Cinemas (Regulation) Act, 1954, 1999_M_158.txt
Bengal Jute Goods (Control) Act, 1950
West Bengal Closing of Canals Act, 1959
Calcutta High Court (Extension of Jurisdiction) Act, 1953
West Bengal Relief Undertakings (Special Provisions) Act, 1972
West Bengal Alienation of Land (Regulation) Act, 1960, 2015_C_10.txt
West Bengal Pre-University, University Entrance and Three-Year Degree Course (Discontinuance of Admission for Prosecution of Study) Act, 1978
Bengal Famine Insurance Fund Act, 1938
West Bengal Finance Act, 2007
West Bengal Restoration of Alienated Land Act, 1973, 1997_P_78.txt
Waste Lands (Requisitioning and Utilization) Act, 1952
Sri Ramkrishna Sarada Vidya Mahapitha Act, 1973
West Bengal Molasses Control Act, 1973
West Bengal Shops & Establishments Act, 1963
West Bengal Finance Act, 2006, 2006_S_174.txt
West Bengal School Service Commission (Amendment) Act, 2010
West Bengal Government Premises (Regulation of Occupancy) Act, 1984, 1998_R_82.txt, 1996_S_1123.txt, 2007_W_2.txt
West Bengal Shops and Establishments Act, 1963, 1967_T_53.txt
West Bengal State Tax on Consumption Or Use of Goods Act, 2001
Jadavpur University (Amendment) Act, 2017
West Bengal Legislative Assembly Proceedings (Protection of Publication) Act, 1978
West Bengal Rural Indebtedness Relief Act, 1975
Bengal Local Self-Government Associations (Recognition) Act, 1936
Darjeeling Ropeway Company Limited (Acquisition of Undertaking) Act, 1976
West Bengal State Dental Service Act, 2009
Bengal Public Demands Recovery (Validation of Certificates and Notices) Act, 1961
Bengal Public Parks Act, 1904, 1987_S_240.txt
Tribunals of Criminal Jurisdiction Act, 1952, 1974_M_13.txt, 1959_T_54.txt
West Bengal Settled Estates (Repealing) Act, 1973
Bengal (Aliens) Disqualification Act, 1918
West Bengal Dentists (Repealing) Act, 1951
West Bengal Acquisition of Homestead Land for Agricultural Labourers, Artisans and Fishermen Act, 1975, 2004_A_154.txt
West Bengal Payment of Subsistence Allowance Act, 1969
Tulsiram Lakshmi Devi Jaiswal Hospital Act, 1962
West Bengal Fiscal Responsibility and Budget Management Act, 2010
Calcutta Improvement Act, 1911, 2007_S_351.txt, 1998_J_30.txt, 2002_V_20.txt, 1970_M_36.txt, 2017_E_6.txt, 1993_S_266.txt, 1965_S_39.txt, 2003_U_209.txt, 1977_C_10.txt, 1965_S_6.txt, 1958_T_48.txt, 1998_S_341.txt
Bengal Vagrancy Act, 1943
West Bengal Consolidated Fund (Charged Expenditure) Act, 1951
West Bengal Entertainments and Luxuries (Hotels and Restaurants) Tax Act, 1972, 1991_S_340.txt, 1994_S_416.txt, 1989_S_184.txt, 1991_O_10.txt
Bengal Alluvial Lands Act, 1920
Bengal Criminal Law Amendment Act, 1934
West Bengal Prohibition of Smoking in Show Houses and Public Halls Act, 1950
Bengal Places of Public Amusement Act, 1933
West Bengal Municipal (Amendment) Act, 2009
Mayo Hospital Acquisition and Transfer Act, 1982
Bengal Money-lenders Act, 1933
Gangasagar Mela Act, 1976
West Bengal Thika Tenancy (Acquisition and Regulation) (Amendment) Act, 2010
West Bengal Valuation Board (Amendment) Act, 2010
Bengal Ferries Act, 1885, 1956_G_2.txt, 1988_S_185.txt
West Bengal Collective Fines Act, 1950
Bengal Excise Act, 1909, 2013_S_516.txt, 1994_S_423.txt, 2006_C_95.txt, 2007_A_74.txt, 1960_K_18.txt, 1988_C_58.txt, 2006_S_660.txt, 1975_D_51.txt, 1972_A_25.txt, 1979_A_3.txt, 2002_S_65.txt
West Bengal Nationalised Text-Books Act, 1977
Howrah Bridge Act, 1926
Britannia Engineering Company Limited (Titagarh Unit) (Acquisition and Transfer of Undertakings) Act, 1984
Darjeeling Steam Tramway Act, 1879
Transferred Territories (Application of West Bengal Tax Laws) Act, 1957
Bengal Criminal Law Amendment Act, 1930
Sri Aurobindo Memorial Act, 1972
West Bengal Sales Tax (Settlement of Dispute) Act, 1999
West Bengal Co-operative Societies Act, 1983, 1995_K_93.txt, 1997_R_155.txt, 1991_H_6.txt, 2005_W_5.txt
West Bengal Land (Requisition and Acquisition) (Validation of Orders) Act, 1965
West Bengal Panchayat (Amendment) Act, 2010
West Bengal Inland Fisheries (Amendment) Act, 2008
Bengal Legislative Assembly (Members' Emoluments) (Second Amendment) Act, 2000
West Bengal Universities (Control of Expenditure) (Cessation of Application) Act, 1979
West Bengal Animal Slaughter Control Act, 1950, 1994_A_125.txt, 1958_M_26.txt
Eastern Frontier Rifles (West Bengal Battalion) Act, 1920
West Bengal Labour Welfare Fund Act, 1974, 1998_S_149.txt
West Bengal Additional Tax and One-time Tax on Motor Vehicles (Amendment) Act, 2008
Albert Victor Leper Hospital (Abolition) Act, 1956
Vidyasagar University Act, 1981
Bengal Legislative Assembly (Members' Emoluments) (Amendment) Act, 2000
West Bengal State Health Service (Amendment) Act, 2010
West Bengal Additional Tax and One-time Tax on Motor Vehicles Act, 1989
West Bengal Drugs (Control) Act, 1950
Bengal Decentralization Act, 1915
West Bengal Official Language (Amendment) Act, 2012
Lady Dufferin Victoria Zenana Hospital Act, 1955
Rabindra Cultural Institutions (Taking over of Management and subsequent Acquisition) Act, 1980
West Bengal Standards of Weights and Measures (Enforcement) Act, 1958
West Bengal Sales Tax (Settlement of Dispute) (Amendment) Act, 2000
West Bengal Appropriation (No.2) Act, 1968
Calcutta Pilots Act, 1859
West Bengal Taxation Laws (Second Amendment) Act, 1983, 1997_T_16.txt
West Bengal Land-revenue, Rent and Cess (Apportionment) Act, 1948
West Bengal Central Valuation Board (Amendment) Act, 2000
Oriental Gas Company Act, 1960, 1962_T_8.txt, 1971_O_6.txt, 2004_U_23.txt
Howrah-Amta Light Railway Company (Acquisition of Land) Act, 1976
West Bengal Bhudan Yagna (Repealing) Act, 1979
Bengal Criminal Law Amendment (Supplementary) Act, 1925
West Bengal State Higher Educational Institutions (Reservation in Admission) Act, 2013
West Bengal Agricultural Credit Operations Act, 1973
Birla College of Science and Education (Taking over of Management) Act, 1979
West Bengal Government Premises (Tenancy Regulation) Act, 1976, 1986_S_31.txt, 2001_B_102.txt, 1998_R_82.txt, 2007_W_2.txt, 2002_S_711.txt
West Bengal Non-trading Corporations Act, 1965
West Bengal Municipal Act, 1993, 2007_C_33.txt, 2003_S_837.txt
West Bengal State Tax on Professions, Trades, Callings, and Employments Act, 1979
West Bengal Premises Tenancy (Amendment) Act, 2010
Calcutta Metro Railway (Operation and Maintenance) Temporary Provisions Act, 1985, 2007_G_32.txt
Indian Red Cross Society (Bengal Branch) (Validation) Act, 1964
West Bengal Police Act, 1952
West Bengal Workmen's House-rent Allowance Act, 1974
West Bengal Medicare Service Persons and Medicare Service Institutions (Prevention of Violence and Damage to Property) Act, 2009
West Bengal Separation of Judicial and Executive Functions Act, 1970
Calcutta Burial Boards Act, 1881
Bengal Electricity Duty Act, 1935
West Bengal District School Boards Act, 1947
West Bengal Primary Education (Amendment) Act, 2009
North Bengal University Act, 1981, 2015_D_66.txt
Kolkata Municipal Corporation Act, 1980, 2013_M_117.txt, 2009_K_127.txt, 2012_D_27.txt, 2012_D_26.txt
West Bengal Cement Control Act, 1948, 1977_C_21.txt, 1988_C_67.txt, 1997_S_518.txt, 1985_M_7.txt
West Bengal Societies Registration Act, 1961, 1982_S_1.txt, 1994_U_75.txt, 1996_S_537.txt, 2003_J_26.txt, 1996_U_252.txt
Great Eastern Hotel (Taking over of Management) Act, 1975, 2002_S_711.txt
Kolkata homoeopathic medical college and hospital (taking over of management and subsequent acquisition) Act, 1983
West Bengal Legislature (Members' Pension) (Amendment) Act, 2010
West Bengal Agricultural Produce Marketing (Regulation) Act, 1972
Land Registration Act, 1876, 1967_D_34.txt, 1956_R_11.txt, 1985_B_37.txt, 1975_K_13.txt, 1972_S_103.txt
West Bengal Local Authorities (Postponement of Elections) Repealing Act, 1963
Calcutta High Court (Jurisdictional Limits) Act, 1919
West Bengal Entertainment-cum-Amusement Tax Act, 1982, 2005_P_166.txt
West Bengal Criminal Law Amendment (Special Courts) Act, 1949, 1977_S_96.txt, 2008_S_337.txt, 1958_S_76.txt, 1970_T_28.txt, 1974_M_13.txt, 1962_H_12.txt, 1953_T_25.txt, 1959_T_54.txt, 2014_S_316.txt, 1999_S_209.txt, 1959_N_1.txt, 1986_U_94.txt, 2004_S_440.txt, 1965_M_64.txt, 1962_A_16.txt, 1964_S_167.txt
West Bengal Town and Country (Planning and Development) Act, 1979, 2002_S_707.txt, 2009_R_241.txt, 2005_U_39.txt, 1996_E_12.txt, 2003_G_19.txt
R. G. Kar Medical College and Hospital Act, 1958
Bengal Legislature Assembly (Members' Emoluments) Act, 1937
Garden Reach Municipality Act, 1932
Sree Balaram Seva Mandir Acquisition Act, 1978
Calcutta Port (Pilotage) Act,1948
West Bengal Apartment Ownership (Amendment) Act, 2003
West Bengal Premises Tenancy Act, 1997, 2015_M_125.txt, 2010_P_69.txt, 2014_A_48.txt
Kolkata Municipal Corporation (Amendment) Act, 2010
West Bengal Disturbances Commission of Enquiry Act, 1950
West Bengal Taxation Laws (Amendment) Act, 1981, 2004_S_842.txt, 1994_S_612.txt
Bengal Money-lenders Act, 1940, 1987_S_25.txt, 1961_A_25.txt
West Bengal Motor Vehicles Tax Act, 1979
Bengal Agricultural Income-tax Act, 1944, 1988_S_169.txt, 1968_C_32.txt, 1956_C_15.txt, 1957_R_8.txt, 1975_A_25.txt
West Bengal Fisheries (Requisition and Acquisition) Act, 1965, 1996_N_20.txt
Calcutta University Act, 1979, 1990_D_86.txt
West Bengal Municipal Corporation (Amendment) Act, 2007
West Bengal Public Land (Eviction of Unauthorised Occupations) Act, 1962
West Bengal Dental Board Act, 1950
West Bengal Acquisition and Settlement of Homestead Land Act, 1969
Upendra Nath Mukherjee Memorial Hospital Acquisition Act, 1982
West Bengal Finance Act, 2008
West Bengal Gramdan (Repealing) Act, 1979
Calcutta Disturbances Commission of Enquiry Act, 1946
Bengal Rural Poor and Unemployed Relief Act, 1939
West Bengal School Service Commission (Second Amendment) Act, 2010
Bengal Cruelty to Animals Act, 1869
West Bengal Premises Tenancy (Amendment) Act, 2008
Burdwan University Act, 1981, 2010_A_101.txt
Howrah Municipal (Repealing) Act, 1974
West Bengal Land Acquisition Laws (Amendment and Validation) Act, 2011
West Bengal Estates Acquisition (Amendment) Act, 2009
West Bengal on Inter-State River Valley Authority Electricity (Amendment) Act, 2009
Bengal Amusements Tax Act, 1922, 1992_R_77.txt
West Bengal Slum Areas (Improvement and Clearance) Act, 1972
West Bengal Transport Undertakings (Prevention of Ticketless Travel) Act, 1975
West Bengal Municipal Corporation Act, 2006, 2011_A_27.txt
Hooghly River Bridge Act, 1969
West Bengal Land-revenue, Rent and Cess (Apportionment) Act, I948
West Bengal Commission for Backward Classes (Amendment) Act, 2010
Calcutta Burial Boards Act, 1889
Bengal Irrigation Act, 1876
National Iron and Steel Company Limited (Acquisition and Transfer of Undertakings) Act, 1984
Bengal Settled Estates Act, 1904
West Bengal Traffic Regulation Act, 1965
Bengal Smuggling of Arms Act, 1934
West Bengal Inland Fisheries Act, 1984
Barakar Electric Supply Installations Acquisition Act, 1981
West Bengal Anti-profiteering (Amendment) Act, 2010
West Bengal Requisitioning of Vehicles Act, 1979
Bengal Laws Act, 1914
West Bengal Public Works Contractors (Regulation and Control) (Amendment) Act, 2010
Midnapore Homoeopathic Medical College and Hospital (Taking over of Management and Subsequent Acquisition) Act, 1984
West Bengal Land Reforms and Tenancy Tribunal (Amendment) Act, 2010
Bengal Criminal Law (Arms and Explosives) Act, 1932
West Bengal State Election Commission (Amendment) Act, 2010
National Defence Fund (West Bengal Collection) Act, 1962
West Bengal Highways Act, 1964
Bengal Nurses Act, 1934
Bengal Touts Act, 1942
West Bengal Factories and Mines (Control of Dismantling) Act, 1948
Lumbini Park Mental Hospital Acquisition Act, 1984
D. N. De Homoeopathic Medical College and Hospital (Taking over of Management and subsequent Acquisition) Act, 1983
West Bengal Districts (Change of Name of Deputy Commissioners) Act, 1984
West Bengal University Laws Amendment (No. 2) Act, 1976
Sree Saraswaty Press Limited (Acquisition and Transfer of Undertakings) Act, 1984
Kolkata Municipal Corporation (Amendment) Act, 2006
Indian Forest (West Bengal Amendment) Act, 1988, 2008_M_228.txt
Bengal Orphanages and Widows Homes Act, 1944
Presidency-towns Insolvency Act, 1909, 1959_R_24.txt, 2009_M_162.txt, 2016_H_58.txt, 1996_S_260.txt, 1996_H_2.txt, 1964_K_16.txt, 1975_H_15.txt, 2009_S_885.txt
